scene0707_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0707_00/scene0707_00_60_sub.bin
scene0712_00_705: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_705_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0762_00_1020: FAIL
scene0712_00_810: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_810_sub.bin
  scene0752_00_240: FAIL
  scene0721_00_840: FAIL
  scene0755_00_600: FAIL
scene0712_00_945: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_945_sub.bin
  scene0711_00_315: FAIL
  scene0754_00_2295: FAIL
  scene0745_00_0: FAIL
scene0712_00_1005: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1005_sub.bin
  scene0711_00_0: FAIL
  scene0766_00_150: FAIL
  scene0793_00_315: FAIL
scene0712_00_1095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1095_sub.bin
  scene0745_00_0: FAIL
  scene0785_00_2970: FAIL
  scene0754_00_2295: FAIL
scene0712_00_1215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1215_sub.bin
  scene0716_00_180: FAIL
  scene0793_00_1950: FAIL
  scene0746_00_165: FAIL
scene0712_00_1275: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1275_sub.bin
  scene0785_00_2970: FAIL
  scene0785_00_0: FAIL
  scene0745_00_0: FAIL
scene0712_00_1335: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1335_sub.bin
  scene0785_00_2970: FAIL
  scene0785_00_0: FAIL
  scene0734_00_1155: FAIL
scene0712_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1380_sub.bin
  scene0710_00_0: FAIL
  scene0774_00_945: FAIL
  scene0742_00_0: FAIL
scene0712_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1455_sub.bin
  scene0722_00_0: FAIL
  scene0736_00_4260: FAIL
  scene0774_00_945: FAIL
scene0712_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1515_sub.bin
  scene0719_00_0: FAIL
  scene0727_00_0: FAIL
  scene0739_00_0: FAIL
scene0712_00_1620: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1620_sub.bin
  scene0722_00_0: FAIL
  scene0732_00_0: FAIL
  scene0801_00_0: FAIL
scene0712_00_1650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1650_sub.bin
  scene0774_00_945: FAIL
  scene0710_00_0: FAIL
  scene0789_00_0: FAIL
scene0712_00_1680: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1680_sub.bin
  scene0785_00_2970: FAIL
  scene0734_00_1155: FAIL
  scene0785_00_0: FAIL
scene0712_00_1740: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1740_sub.bin
  scene0785_00_2970: FAIL
  scene0745_00_0: FAIL
  scene0785_00_0: FAIL
scene0712_00_1875: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1875_sub.bin
  scene0780_00_1215: FAIL
  scene0788_00_870: FAIL
  scene0774_00_0: FAIL
scene0712_00_1935: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_1935_sub.bin
  scene0743_00_0: FAIL
  scene0728_00_0: FAIL
  scene0767_00_0: FAIL
scene0712_00_2025: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2025_sub.bin
  scene0780_00_1215: FAIL
  scene0774_00_0: FAIL
  scene0720_00_0: FAIL
scene0712_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2070_sub.bin
  scene0716_00_0: FAIL
  scene0782_00_885: FAIL
  scene0779_00_0: FAIL
scene0712_00_2205: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2205_sub.bin
  scene0745_00_0: FAIL
  scene0707_00_240: FAIL
  scene0785_00_2970: FAIL
scene0712_00_2250: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2250_sub.bin
  scene0790_00_570: FAIL
  scene0803_00_0: FAIL
  scene0775_00_915: FAIL
scene0712_00_2280: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2280_sub.bin
  scene0746_00_165: FAIL
  scene0717_00_150: FAIL
  scene0775_00_915: FAIL
scene0712_00_2340: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2340_sub.bin
  scene0716_00_0: FAIL
  scene0740_00_525: FAIL
  scene0779_00_0: FAIL
scene0712_00_2460: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2460_sub.bin
  scene0775_00_915: FAIL
  scene0785_00_1035: FAIL
  scene0778_00_0: FAIL
scene0712_00_2535: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2535_sub.bin
  scene0740_00_0: FAIL
  scene0795_00_0: FAIL
  scene0802_00_375: FAIL
scene0712_00_2580: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2580_sub.bin
  scene0775_00_915: FAIL
  scene0790_00_0: FAIL
  scene0717_00_150: FAIL
scene0712_00_2640: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2640_sub.bin
  scene0728_00_0: FAIL
  scene0743_00_0: FAIL
  scene0735_00_0: FAIL
scene0712_00_2670: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2670_sub.bin
  scene0734_00_1905: FAIL
  scene0788_00_870: FAIL
  scene0773_00_0: FAIL
scene0712_00_2745: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2745_sub.bin
  scene0801_00_0: FAIL
  scene0745_00_0: FAIL
  scene0785_00_0: FAIL
scene0712_00_2790: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2790_sub.bin
  scene0751_00_0: FAIL
  scene0711_00_315: FAIL
  scene0749_00_0: FAIL
scene0712_00_2895: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2895_sub.bin
  scene0717_00_0: FAIL
  scene0780_00_0: FAIL
  scene0744_00_765: FAIL
scene0712_00_2925: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2925_sub.bin
  scene0722_00_0: FAIL
  scene0710_00_0: FAIL
  scene0774_00_945: FAIL
scene0712_00_2955: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_2955_sub.bin
  scene0755_00_3030: FAIL
  scene0730_00_0: FAIL
  scene0731_00_0: FAIL
scene0712_00_3060: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3060_sub.bin
  scene0747_00_0: FAIL
  scene0799_00_645: FAIL
  scene0802_00_930: FAIL
scene0712_00_3105: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3105_sub.bin
  scene0801_00_0: FAIL
  scene0761_00_390: FAIL
  scene0707_00_240: FAIL
scene0712_00_3150: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3150_sub.bin
  scene0710_00_1425: FAIL
  scene0713_00_0: FAIL
  scene0793_00_1950: FAIL
scene0712_00_3195: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3195_sub.bin
  scene0722_00_0: FAIL
  scene0739_00_0: FAIL
  scene0727_00_0: FAIL
scene0712_00_3240: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3240_sub.bin
  scene0803_00_990: FAIL
  scene0762_00_1020: FAIL
  scene0746_00_0: FAIL
scene0712_00_3285: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3285_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0779_00_0: FAIL
scene0712_00_3330: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3330_sub.bin
  scene0721_00_0: FAIL
  scene0764_00_0: FAIL
  scene0723_00_0: FAIL
scene0712_00_3390: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3390_sub.bin
  scene0787_00_1425: FAIL
  scene0742_00_0: FAIL
  scene0775_00_915: FAIL
scene0712_00_3450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3450_sub.bin
  scene0710_00_0: FAIL
  scene0719_00_345: FAIL
  scene0776_00_2640: FAIL
scene0712_00_3510: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3510_sub.bin
  scene0787_00_1425: FAIL
  scene0776_00_570: FAIL
  scene0747_00_3240: FAIL
scene0712_00_3600: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3600_sub.bin
  scene0734_00_1905: FAIL
  scene0746_00_165: FAIL
  scene0802_00_930: FAIL
scene0712_00_3630: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3630_sub.bin
  scene0803_00_0: FAIL
  scene0750_00_0: FAIL
  scene0709_00_0: FAIL
scene0712_00_3645: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3645_sub.bin
  scene0716_00_0: FAIL
  scene0740_00_525: FAIL
  scene0779_00_0: FAIL
scene0712_00_3675: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3675_sub.bin
  scene0731_00_0: FAIL
  scene0712_00_0: 0.28258671552715653 SUCCESS
scene0712_00_3720: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3720_sub.bin
  scene0754_00_2295: FAIL
  scene0713_00_0: FAIL
  scene0733_00_810: FAIL
scene0712_00_3780: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3780_sub.bin
  scene0761_00_390: FAIL
  scene0801_00_0: FAIL
  scene0707_00_240: FAIL
scene0712_00_3915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3915_sub.bin
  scene0734_00_1905: FAIL
  scene0717_00_150: FAIL
  scene0746_00_165: FAIL
scene0712_00_3960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_3960_sub.bin
  scene0710_00_0: FAIL
  scene0711_00_315: FAIL
  scene0719_00_345: FAIL
scene0712_00_4005: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4005_sub.bin
  scene0792_00_0: FAIL
  scene0785_00_0: FAIL
  scene0784_00_900: FAIL
scene0712_00_4080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4080_sub.bin
  scene0731_00_0: FAIL
  scene0712_00_0: 2.636556851619236 SUCCESS
scene0712_00_4155: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4155_sub.bin
  scene0793_00_315: FAIL
  scene0755_00_600: FAIL
  scene0711_00_0: FAIL
scene0712_00_4245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4245_sub.bin
  scene0757_00_4050: FAIL
  scene0757_00_0: FAIL
  scene0762_00_1020: FAIL
scene0712_00_4410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4410_sub.bin
  scene0753_00_0: FAIL
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
scene0712_00_4470: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4470_sub.bin
  scene0761_00_390: FAIL
  scene0801_00_0: FAIL
  scene0707_00_240: FAIL
scene0712_00_4485: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4485_sub.bin
  scene0797_00_0: FAIL
  scene0711_00_0: FAIL
  scene0766_00_150: FAIL
scene0712_00_4515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4515_sub.bin
  scene0711_00_0: FAIL
  scene0766_00_150: FAIL
  scene0757_00_2535: FAIL
scene0712_00_4545: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4545_sub.bin
  scene0716_00_0: FAIL
  scene0779_00_0: FAIL
  scene0746_00_0: FAIL
scene0712_00_4575: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4575_sub.bin
  scene0787_00_0: FAIL
  scene0797_00_525: FAIL
  scene0757_00_1590: FAIL
scene0712_00_4620: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4620_sub.bin
  scene0735_00_0: FAIL
  scene0728_00_0: FAIL
  scene0724_00_0: FAIL
scene0712_00_4650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4650_sub.bin
  scene0797_00_525: FAIL
  scene0749_00_2205: FAIL
  scene0750_00_0: FAIL
scene0712_00_4695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4695_sub.bin
  scene0776_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0708_00_0: FAIL
scene0712_00_4755: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0712_00/scene0712_00_4755_sub.bin
  scene0745_00_660: FAIL
  scene0726_00_0: FAIL
  scene0723_00_0: FAIL
scene0713_00_45: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_45_sub.bin
  scene0759_00_195: FAIL
  scene0720_00_0: FAIL
  scene0774_00_0: FAIL
scene0713_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_90_sub.bin
  scene0785_00_2970: FAIL
  scene0785_00_0: FAIL
  scene0745_00_0: FAIL
scene0713_00_120: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_120_sub.bin
  scene0782_00_0: FAIL
  scene0746_00_165: FAIL
  scene0727_00_0: FAIL
scene0713_00_180: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_180_sub.bin
  scene0785_00_0: FAIL
  scene0745_00_0: FAIL
  scene0754_00_2295: FAIL
scene0713_00_225: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_225_sub.bin
  scene0780_00_1215: FAIL
  scene0776_00_0: FAIL
  scene0752_00_0: FAIL
scene0713_00_270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_270_sub.bin
  scene0753_00_0: FAIL
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
scene0713_00_315: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_315_sub.bin
  scene0710_00_0: FAIL
  scene0761_00_390: FAIL
  scene0722_00_0: FAIL
scene0713_00_405: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_405_sub.bin
  scene0736_00_4260: FAIL
  scene0746_00_165: FAIL
  scene0782_00_0: FAIL
scene0713_00_495: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_495_sub.bin
  scene0734_00_1905: FAIL
  scene0773_00_0: FAIL
  scene0776_00_570: FAIL
scene0713_00_540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_540_sub.bin
  scene0754_00_2295: FAIL
  scene0713_00_0: 1.8911558844716323 SUCCESS
scene0713_00_720: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_720_sub.bin
  scene0729_00_0: FAIL
  scene0716_00_480: FAIL
  scene0717_00_345: FAIL
scene0713_00_780: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_780_sub.bin
  scene0753_00_0: FAIL
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
scene0713_00_870: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_870_sub.bin
  scene0789_00_720: FAIL
  scene0761_00_390: FAIL
  scene0754_00_0: FAIL
scene0713_00_975: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_975_sub.bin
  scene0763_00_0: FAIL
  scene0745_00_660: FAIL
  scene0712_00_0: FAIL
scene0713_00_1170: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1170_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0761_00_2595: FAIL
scene0713_00_1230: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1230_sub.bin
  scene0761_00_390: FAIL
  scene0745_00_0: FAIL
  scene0784_00_900: FAIL
scene0713_00_1260: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1260_sub.bin
  scene0710_00_0: FAIL
  scene0711_00_315: FAIL
  scene0754_00_2295: FAIL
scene0713_00_1305: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1305_sub.bin
  scene0785_00_2970: FAIL
  scene0754_00_2295: FAIL
  scene0751_00_0: FAIL
scene0713_00_1365: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1365_sub.bin
  scene0790_00_0: FAIL
  scene0758_00_315: FAIL
  scene0780_00_0: FAIL
scene0713_00_1410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1410_sub.bin
  scene0733_00_810: FAIL
  scene0754_00_2295: FAIL
  scene0713_00_0: 1.5297855579619488 SUCCESS
scene0713_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1455_sub.bin
  scene0775_00_450: FAIL
  scene0724_00_0: FAIL
  scene0787_00_1005: FAIL
scene0713_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1515_sub.bin
  scene0767_00_0: FAIL
  scene0766_00_0: FAIL
  scene0730_00_0: FAIL
scene0713_00_1560: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1560_sub.bin
  scene0757_00_4050: FAIL
  scene0756_00_1650: FAIL
  scene0793_00_0: FAIL
scene0713_00_1605: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1605_sub.bin
  scene0763_00_0: FAIL
  scene0712_00_0: FAIL
  scene0731_00_0: FAIL
scene0713_00_1650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1650_sub.bin
  scene0753_00_0: FAIL
  scene0716_00_480: FAIL
  scene0707_00_0: FAIL
scene0713_00_1725: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1725_sub.bin
  scene0754_00_2550: FAIL
  scene0761_00_2595: FAIL
  scene0779_00_0: FAIL
scene0713_00_1800: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1800_sub.bin
  scene0766_00_0: FAIL
  scene0743_00_0: FAIL
  scene0767_00_0: FAIL
scene0713_00_1845: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1845_sub.bin
  scene0755_00_600: FAIL
  scene0793_00_315: FAIL
  scene0721_00_840: FAIL
scene0713_00_1905: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1905_sub.bin
  scene0803_00_0: FAIL
  scene0713_00_0: 2.0867577901160117 SUCCESS
scene0713_00_1950: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_1950_sub.bin
  scene0707_00_0: FAIL
  scene0716_00_480: FAIL
  scene0787_00_0: FAIL
scene0713_00_2025: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_2025_sub.bin
  scene0787_00_1005: FAIL
  scene0754_00_2550: FAIL
  scene0740_00_525: FAIL
scene0713_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_2070_sub.bin
  scene0757_00_4050: FAIL
  scene0757_00_0: FAIL
  scene0781_00_0: FAIL
scene0713_00_2130: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_2130_sub.bin
  scene0760_00_420: FAIL
  scene0749_00_2205: FAIL
  scene0716_00_480: FAIL
scene0713_00_2190: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_2190_sub.bin
  scene0803_00_0: FAIL
  scene0733_00_810: FAIL
  scene0781_00_0: FAIL
scene0713_00_2220: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_2220_sub.bin
  scene0733_00_810: FAIL
  scene0768_00_0: FAIL
  scene0769_00_0: FAIL
scene0713_00_2265: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0713_00/scene0713_00_2265_sub.bin
  scene0708_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0756_00_255: FAIL
scene0714_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_90_sub.bin
  scene0714_00_0: 0.9111041123349474 SUCCESS
scene0714_00_135: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_135_sub.bin
  scene0786_00_0: FAIL
  scene0733_00_0: FAIL
  scene0793_00_1245: FAIL
scene0714_00_180: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_180_sub.bin
  scene0755_00_0: FAIL
  scene0786_00_0: FAIL
  scene0776_00_0: FAIL
scene0714_00_240: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_240_sub.bin
  scene0787_00_2370: FAIL
  scene0788_00_180: FAIL
  scene0805_00_300: FAIL
scene0714_00_270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_270_sub.bin
  scene0714_00_255: 0.7910706652336678 SUCCESS
scene0714_00_315: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_315_sub.bin
  scene0776_00_1695: FAIL
  scene0788_00_1005: FAIL
  scene0774_00_210: FAIL
scene0714_00_360: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_360_sub.bin
  scene0715_00_330: FAIL
  scene0714_00_0: 3.9615087061169847 FAIL
  scene0774_00_1380: FAIL
scene0714_00_405: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_405_sub.bin
  scene0714_00_0: 3.8014738047137744 FAIL
  scene0787_00_2370: FAIL
  scene0761_00_2040: FAIL
scene0714_00_435: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_435_sub.bin
  scene0800_00_165: FAIL
  scene0800_00_375: FAIL
  scene0715_00_330: FAIL
scene0714_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_465_sub.bin
  scene0791_00_0: FAIL
  scene0805_00_645: FAIL
  scene0738_00_465: FAIL
scene0714_00_495: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_495_sub.bin
  scene0800_00_375: FAIL
  scene0715_00_330: FAIL
  scene0791_00_0: FAIL
scene0714_00_525: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_525_sub.bin
  scene0714_00_0: 0.5062833449664847 SUCCESS
scene0714_00_615: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_615_sub.bin
  scene0805_00_300: FAIL
  scene0788_00_180: FAIL
  scene0714_00_0: 0.29912632815162954 SUCCESS
scene0714_00_645: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_645_sub.bin
  scene0805_00_300: FAIL
  scene0788_00_180: FAIL
  scene0714_00_0: 0.5848726180619038 SUCCESS
scene0714_00_705: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_705_sub.bin
  scene0788_00_180: FAIL
  scene0714_00_0: 0.20063353861571442 SUCCESS
scene0714_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_750_sub.bin
  scene0714_00_0: 0.9640055725327342 SUCCESS
scene0714_00_795: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_795_sub.bin
  scene0786_00_0: FAIL
  scene0755_00_0: FAIL
  scene0776_00_0: FAIL
scene0714_00_840: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_840_sub.bin
  scene0759_00_195: FAIL
  scene0786_00_0: FAIL
  scene0755_00_0: FAIL
scene0714_00_870: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0714_00/scene0714_00_870_sub.bin
