scene0707_00_60: scans/scene0707_00/pnvlad_pcd/scene0707_00_60_sub.bin
scene0712_00_2790: scans/scene0712_00/pnvlad_pcd/scene0712_00_2790_sub.bin
--scene0782_00_885: FAIL
--scene0790_00_570: FAIL
--scene0746_00_0: FAIL
scene0712_00_2895: scans/scene0712_00/pnvlad_pcd/scene0712_00_2895_sub.bin
--scene0716_00_480: FAIL
--scene0768_00_1095: FAIL
--scene0735_00_0: FAIL
scene0712_00_2925: scans/scene0712_00/pnvlad_pcd/scene0712_00_2925_sub.bin
--scene0744_00_765: FAIL
--scene0713_00_0: FAIL
--scene0747_00_2325: FAIL
scene0712_00_2955: scans/scene0712_00/pnvlad_pcd/scene0712_00_2955_sub.bin
--scene0755_00_600: FAIL
--scene0734_00_1155: FAIL
--scene0733_00_810: FAIL
scene0712_00_3060: scans/scene0712_00/pnvlad_pcd/scene0712_00_3060_sub.bin
--scene0720_00_0: FAIL
--scene0736_00_4260: FAIL
--scene0731_00_0: FAIL
scene0712_00_3105: scans/scene0712_00/pnvlad_pcd/scene0712_00_3105_sub.bin
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0744_00_765: FAIL
scene0712_00_3150: scans/scene0712_00/pnvlad_pcd/scene0712_00_3150_sub.bin
--scene0785_00_1035: FAIL
--scene0761_00_2595: FAIL
--scene0735_00_0: FAIL
scene0712_00_3195: scans/scene0712_00/pnvlad_pcd/scene0712_00_3195_sub.bin
--scene0761_00_2040: FAIL
--scene0725_00_0: FAIL
--scene0797_00_0: FAIL
scene0712_00_3240: scans/scene0712_00/pnvlad_pcd/scene0712_00_3240_sub.bin
--scene0776_00_570: FAIL
--scene0707_00_0: FAIL
--scene0767_00_0: FAIL
scene0712_00_3285: scans/scene0712_00/pnvlad_pcd/scene0712_00_3285_sub.bin
--scene0717_00_150: FAIL
--scene0785_00_1035: FAIL
--scene0734_00_1155: FAIL
scene0712_00_3330: scans/scene0712_00/pnvlad_pcd/scene0712_00_3330_sub.bin
--scene0744_00_765: FAIL
--scene0717_00_150: FAIL
--scene0785_00_1035: FAIL
scene0712_00_3390: scans/scene0712_00/pnvlad_pcd/scene0712_00_3390_sub.bin
--scene0752_00_120: FAIL
--scene0787_00_0: FAIL
--scene0761_00_2595: FAIL
scene0712_00_3450: scans/scene0712_00/pnvlad_pcd/scene0712_00_3450_sub.bin
--scene0785_00_735: FAIL
--scene0761_00_2595: FAIL
--scene0707_00_0: FAIL
scene0712_00_3510: scans/scene0712_00/pnvlad_pcd/scene0712_00_3510_sub.bin
--scene0720_00_0: FAIL
--scene0761_00_2595: FAIL
--scene0787_00_1005: FAIL
scene0712_00_3600: scans/scene0712_00/pnvlad_pcd/scene0712_00_3600_sub.bin
--scene0744_00_765: FAIL
--scene0747_00_2325: FAIL
--scene0801_00_0: FAIL
scene0712_00_3630: scans/scene0712_00/pnvlad_pcd/scene0712_00_3630_sub.bin
--scene0736_00_3600: FAIL
--scene0744_00_765: FAIL
--scene0768_00_1095: FAIL
scene0712_00_3645: scans/scene0712_00/pnvlad_pcd/scene0712_00_3645_sub.bin
--scene0775_00_450: FAIL
--scene0761_00_2595: FAIL
--scene0793_00_630: FAIL
scene0712_00_3675: scans/scene0712_00/pnvlad_pcd/scene0712_00_3675_sub.bin
--scene0734_00_1155: FAIL
--scene0712_00_0: 0.2825867155271566 SUCCESS
scene0712_00_3720: scans/scene0712_00/pnvlad_pcd/scene0712_00_3720_sub.bin
--scene0785_00_1035: FAIL
--scene0761_00_2595: FAIL
--scene0784_00_900: FAIL
scene0712_00_3780: scans/scene0712_00/pnvlad_pcd/scene0712_00_3780_sub.bin
--scene0725_00_0: FAIL
--scene0754_00_0: FAIL
--scene0712_00_0: 2.5373191553675496 SUCCESS
scene0712_00_3915: scans/scene0712_00/pnvlad_pcd/scene0712_00_3915_sub.bin
--scene0763_00_0: FAIL
--scene0731_00_0: FAIL
--scene0734_00_1155: FAIL
scene0712_00_3960: scans/scene0712_00/pnvlad_pcd/scene0712_00_3960_sub.bin
--scene0744_00_765: FAIL
--scene0790_00_570: FAIL
--scene0768_00_1095: FAIL
scene0712_00_4005: scans/scene0712_00/pnvlad_pcd/scene0712_00_4005_sub.bin
--scene0797_00_0: FAIL
--scene0738_00_0: FAIL
--scene0757_00_1590: FAIL
scene0712_00_4080: scans/scene0712_00/pnvlad_pcd/scene0712_00_4080_sub.bin
--scene0722_00_0: FAIL
--scene0783_00_0: FAIL
--scene0760_00_0: FAIL
scene0712_00_4155: scans/scene0712_00/pnvlad_pcd/scene0712_00_4155_sub.bin
--scene0801_00_0: FAIL
--scene0763_00_0: FAIL
--scene0797_00_255: FAIL
scene0712_00_4245: scans/scene0712_00/pnvlad_pcd/scene0712_00_4245_sub.bin
--scene0731_00_0: FAIL
--scene0767_00_0: FAIL
--scene0736_00_4260: FAIL
scene0712_00_4410: scans/scene0712_00/pnvlad_pcd/scene0712_00_4410_sub.bin
--scene0787_00_1005: FAIL
--scene0730_00_0: FAIL
--scene0784_00_900: FAIL
scene0712_00_4470: scans/scene0712_00/pnvlad_pcd/scene0712_00_4470_sub.bin
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
--scene0732_00_0: FAIL
scene0712_00_4485: scans/scene0712_00/pnvlad_pcd/scene0712_00_4485_sub.bin
--scene0717_00_345: FAIL
--scene0716_00_570: FAIL
--scene0797_00_0: FAIL
scene0712_00_4515: scans/scene0712_00/pnvlad_pcd/scene0712_00_4515_sub.bin
--scene0776_00_570: FAIL
--scene0737_00_0: FAIL
--scene0707_00_0: FAIL
scene0712_00_4545: scans/scene0712_00/pnvlad_pcd/scene0712_00_4545_sub.bin
--scene0757_00_1140: FAIL
--scene0752_00_120: FAIL
--scene0735_00_0: FAIL
scene0712_00_4575: scans/scene0712_00/pnvlad_pcd/scene0712_00_4575_sub.bin
--scene0784_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0793_00_0: FAIL
scene0712_00_4620: scans/scene0712_00/pnvlad_pcd/scene0712_00_4620_sub.bin
--scene0707_00_0: FAIL
--scene0746_00_0: FAIL
--scene0725_00_0: FAIL
scene0712_00_4650: scans/scene0712_00/pnvlad_pcd/scene0712_00_4650_sub.bin
--scene0780_00_1215: FAIL
--scene0757_00_1140: FAIL
--scene0761_00_2595: FAIL
scene0712_00_4695: scans/scene0712_00/pnvlad_pcd/scene0712_00_4695_sub.bin
--scene0721_00_1200: FAIL
--scene0725_00_0: FAIL
--scene0775_00_450: FAIL
scene0712_00_4755: scans/scene0712_00/pnvlad_pcd/scene0712_00_4755_sub.bin
--scene0707_00_0: FAIL
--scene0761_00_2595: FAIL
--scene0780_00_1215: FAIL
scene0713_00_45: scans/scene0713_00/pnvlad_pcd/scene0713_00_45_sub.bin
--scene0768_00_1095: FAIL
--scene0721_00_1200: FAIL
--scene0757_00_1590: FAIL
scene0713_00_90: scans/scene0713_00/pnvlad_pcd/scene0713_00_90_sub.bin
--scene0746_00_165: FAIL
--scene0707_00_0: FAIL
--scene0785_00_735: FAIL
scene0713_00_120: scans/scene0713_00/pnvlad_pcd/scene0713_00_120_sub.bin
--scene0733_00_0: FAIL
--scene0793_00_315: FAIL
--scene0707_00_0: FAIL
scene0713_00_180: scans/scene0713_00/pnvlad_pcd/scene0713_00_180_sub.bin
--scene0797_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0747_00_2325: FAIL
scene0713_00_225: scans/scene0713_00/pnvlad_pcd/scene0713_00_225_sub.bin
--scene0752_00_120: FAIL
--scene0754_00_0: FAIL
--scene0761_00_2040: FAIL
scene0713_00_270: scans/scene0713_00/pnvlad_pcd/scene0713_00_270_sub.bin
--scene0803_00_990: FAIL
--scene0707_00_0: FAIL
--scene0746_00_165: FAIL
scene0713_00_315: scans/scene0713_00/pnvlad_pcd/scene0713_00_315_sub.bin
--scene0744_00_765: FAIL
--scene0763_00_0: FAIL
--scene0717_00_0: FAIL
scene0713_00_405: scans/scene0713_00/pnvlad_pcd/scene0713_00_405_sub.bin
--scene0731_00_0: FAIL
--scene0735_00_0: FAIL
--scene0767_00_0: FAIL
scene0713_00_495: scans/scene0713_00/pnvlad_pcd/scene0713_00_495_sub.bin
--scene0790_00_570: FAIL
--scene0734_00_1155: FAIL
--scene0746_00_0: FAIL
scene0713_00_540: scans/scene0713_00/pnvlad_pcd/scene0713_00_540_sub.bin
--scene0760_00_420: FAIL
--scene0797_00_255: FAIL
--scene0736_00_3600: FAIL
scene0713_00_720: scans/scene0713_00/pnvlad_pcd/scene0713_00_720_sub.bin
--scene0746_00_165: FAIL
--scene0768_00_1095: FAIL
--scene0733_00_810: FAIL
scene0713_00_780: scans/scene0713_00/pnvlad_pcd/scene0713_00_780_sub.bin
--scene0736_00_0: FAIL
--scene0748_00_0: FAIL
--scene0790_00_570: FAIL
scene0713_00_870: scans/scene0713_00/pnvlad_pcd/scene0713_00_870_sub.bin
--scene0725_00_0: FAIL
--scene0747_00_2325: FAIL
--scene0768_00_1095: FAIL
scene0713_00_975: scans/scene0713_00/pnvlad_pcd/scene0713_00_975_sub.bin
--scene0753_00_0: FAIL
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
scene0713_00_1170: scans/scene0713_00/pnvlad_pcd/scene0713_00_1170_sub.bin
--scene0731_00_0: FAIL
--scene0775_00_450: FAIL
--scene0734_00_1155: FAIL
scene0713_00_1230: scans/scene0713_00/pnvlad_pcd/scene0713_00_1230_sub.bin
--scene0736_00_4260: FAIL
--scene0790_00_570: FAIL
--scene0725_00_0: FAIL
scene0713_00_1260: scans/scene0713_00/pnvlad_pcd/scene0713_00_1260_sub.bin
--scene0736_00_0: FAIL
--scene0785_00_1035: FAIL
--scene0761_00_2595: FAIL
scene0713_00_1305: scans/scene0713_00/pnvlad_pcd/scene0713_00_1305_sub.bin
--scene0753_00_0: FAIL
--scene0767_00_0: FAIL
--scene0760_00_0: FAIL
scene0713_00_1365: scans/scene0713_00/pnvlad_pcd/scene0713_00_1365_sub.bin
--scene0754_00_2295: FAIL
--scene0778_00_0: FAIL
--scene0758_00_0: FAIL
scene0713_00_1410: scans/scene0713_00/pnvlad_pcd/scene0713_00_1410_sub.bin
--scene0751_00_0: FAIL
--scene0741_00_0: FAIL
--scene0712_00_0: FAIL
scene0713_00_1455: scans/scene0713_00/pnvlad_pcd/scene0713_00_1455_sub.bin
--scene0707_00_0: FAIL
--scene0763_00_0: FAIL
--scene0797_00_0: FAIL
scene0713_00_1515: scans/scene0713_00/pnvlad_pcd/scene0713_00_1515_sub.bin
--scene0712_00_0: FAIL
--scene0735_00_0: FAIL
--scene0731_00_0: FAIL
scene0713_00_1560: scans/scene0713_00/pnvlad_pcd/scene0713_00_1560_sub.bin
--scene0737_00_0: FAIL
--scene0758_00_0: FAIL
--scene0785_00_735: FAIL
scene0713_00_1605: scans/scene0713_00/pnvlad_pcd/scene0713_00_1605_sub.bin
--scene0785_00_1035: FAIL
--scene0775_00_915: FAIL
--scene0753_00_795: FAIL
scene0713_00_1650: scans/scene0713_00/pnvlad_pcd/scene0713_00_1650_sub.bin
--scene0747_00_2325: FAIL
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
scene0713_00_1725: scans/scene0713_00/pnvlad_pcd/scene0713_00_1725_sub.bin
--scene0761_00_2595: FAIL
--scene0748_00_0: FAIL
--scene0744_00_765: FAIL
scene0713_00_1800: scans/scene0713_00/pnvlad_pcd/scene0713_00_1800_sub.bin
--scene0709_00_405: FAIL
--scene0735_00_0: FAIL
--scene0717_00_150: FAIL
scene0713_00_1845: scans/scene0713_00/pnvlad_pcd/scene0713_00_1845_sub.bin
--scene0744_00_765: FAIL
--scene0722_00_165: FAIL
--scene0767_00_0: FAIL
scene0713_00_1905: scans/scene0713_00/pnvlad_pcd/scene0713_00_1905_sub.bin
--scene0729_00_0: FAIL
--scene0754_00_2295: FAIL
--scene0709_00_0: FAIL
scene0713_00_1950: scans/scene0713_00/pnvlad_pcd/scene0713_00_1950_sub.bin
--scene0758_00_315: FAIL
--scene0747_00_2325: FAIL
--scene0709_00_405: FAIL
scene0713_00_2025: scans/scene0713_00/pnvlad_pcd/scene0713_00_2025_sub.bin
--scene0785_00_1035: FAIL
--scene0787_00_0: FAIL
--scene0754_00_2295: FAIL
scene0713_00_2070: scans/scene0713_00/pnvlad_pcd/scene0713_00_2070_sub.bin
--scene0735_00_0: FAIL
--scene0747_00_2325: FAIL
--scene0757_00_1140: FAIL
scene0713_00_2130: scans/scene0713_00/pnvlad_pcd/scene0713_00_2130_sub.bin
--scene0712_00_0: FAIL
--scene0725_00_0: FAIL
--scene0734_00_1155: FAIL
scene0713_00_2190: scans/scene0713_00/pnvlad_pcd/scene0713_00_2190_sub.bin
--scene0733_00_810: FAIL
--scene0719_00_345: FAIL
--scene0711_00_0: FAIL
scene0713_00_2220: scans/scene0713_00/pnvlad_pcd/scene0713_00_2220_sub.bin
--scene0775_00_915: FAIL
--scene0737_00_0: FAIL
--scene0734_00_1155: FAIL
scene0713_00_2265: scans/scene0713_00/pnvlad_pcd/scene0713_00_2265_sub.bin
--scene0767_00_0: FAIL
--scene0753_00_0: FAIL
--scene0740_00_0: FAIL
scene0714_00_90: scans/scene0714_00/pnvlad_pcd/scene0714_00_90_sub.bin
--scene0725_00_0: FAIL
--scene0776_00_570: FAIL
--scene0757_00_1590: FAIL
scene0714_00_135: scans/scene0714_00/pnvlad_pcd/scene0714_00_135_sub.bin
--scene0757_00_1590: FAIL
--scene0746_00_0: FAIL
--scene0708_00_0: FAIL
scene0714_00_180: scans/scene0714_00/pnvlad_pcd/scene0714_00_180_sub.bin
--scene0761_00_2040: FAIL
--scene0805_00_645: FAIL
--scene0718_00_270: FAIL
scene0714_00_240: scans/scene0714_00/pnvlad_pcd/scene0714_00_240_sub.bin
--scene0761_00_2040: FAIL
--scene0783_00_0: FAIL
--scene0787_00_0: FAIL
scene0714_00_270: scans/scene0714_00/pnvlad_pcd/scene0714_00_270_sub.bin
--scene0777_00_435: FAIL
--scene0805_00_645: FAIL
--scene0758_00_315: FAIL
scene0714_00_315: scans/scene0714_00/pnvlad_pcd/scene0714_00_315_sub.bin
--scene0718_00_0: FAIL
--scene0793_00_1245: FAIL
--scene0791_00_0: FAIL
scene0714_00_360: scans/scene0714_00/pnvlad_pcd/scene0714_00_360_sub.bin
--scene0757_00_1140: FAIL
--scene0796_00_0: FAIL
--scene0783_00_0: FAIL
scene0714_00_405: scans/scene0714_00/pnvlad_pcd/scene0714_00_405_sub.bin
--scene0718_00_270: FAIL
--scene0716_00_570: FAIL
--scene0757_00_1140: FAIL
scene0714_00_435: scans/scene0714_00/pnvlad_pcd/scene0714_00_435_sub.bin
--scene0788_00_0: FAIL
--scene0786_00_0: FAIL
--scene0744_00_765: FAIL
scene0714_00_465: scans/scene0714_00/pnvlad_pcd/scene0714_00_465_sub.bin
--scene0776_00_1020: FAIL
--scene0791_00_0: FAIL
--scene0795_00_0: FAIL
scene0714_00_495: scans/scene0714_00/pnvlad_pcd/scene0714_00_495_sub.bin
--scene0788_00_390: FAIL
--scene0783_00_0: FAIL
--scene0794_00_0: FAIL
scene0714_00_525: scans/scene0714_00/pnvlad_pcd/scene0714_00_525_sub.bin
--scene0795_00_0: FAIL
--scene0791_00_0: FAIL
--scene0757_00_1590: FAIL
scene0714_00_615: scans/scene0714_00/pnvlad_pcd/scene0714_00_615_sub.bin
--scene0758_00_0: FAIL
--scene0795_00_0: FAIL
--scene0802_00_930: FAIL
scene0714_00_645: scans/scene0714_00/pnvlad_pcd/scene0714_00_645_sub.bin
--scene0787_00_0: FAIL
--scene0709_00_735: FAIL
--scene0717_00_150: FAIL
scene0714_00_705: scans/scene0714_00/pnvlad_pcd/scene0714_00_705_sub.bin
--scene0757_00_1590: FAIL
--scene0756_00_1650: FAIL
--scene0788_00_0: FAIL
scene0714_00_750: scans/scene0714_00/pnvlad_pcd/scene0714_00_750_sub.bin
--scene0738_00_0: FAIL
--scene0802_00_930: FAIL
--scene0761_00_2595: FAIL
scene0714_00_795: scans/scene0714_00/pnvlad_pcd/scene0714_00_795_sub.bin
--scene0760_00_0: FAIL
--scene0752_00_120: FAIL
--scene0793_00_1245: FAIL
scene0714_00_840: scans/scene0714_00/pnvlad_pcd/scene0714_00_840_sub.bin
--scene0786_00_0: FAIL
--scene0780_00_0: FAIL
--scene0737_00_0: FAIL
scene0714_00_870: scans/scene0714_00/pnvlad_pcd/scene0714_00_870_sub.bin
--scene0757_00_1140: FAIL
--scene0761_00_2040: FAIL
--scene0777_00_975: FAIL
scene0714_00_900: scans/scene0714_00/pnvlad_pcd/scene0714_00_900_sub.bin
--scene0776_00_570: FAIL
--scene0757_00_1590: FAIL
--scene0725_00_0: FAIL
scene0714_00_945: scans/scene0714_00/pnvlad_pcd/scene0714_00_945_sub.bin
--scene0774_00_0: FAIL
--scene0725_00_0: FAIL
--scene0738_00_465: FAIL
scene0714_00_990: scans/scene0714_00/pnvlad_pcd/scene0714_00_990_sub.bin
--scene0745_00_0: FAIL
--scene0735_00_0: FAIL
--scene0736_00_4260: FAIL
scene0714_00_1020: scans/scene0714_00/pnvlad_pcd/scene0714_00_1020_sub.bin
--scene0725_00_0: FAIL
--scene0722_00_0: FAIL
--scene0781_00_0: FAIL
scene0715_00_60: scans/scene0715_00/pnvlad_pcd/scene0715_00_60_sub.bin
--scene0776_00_570: FAIL
--scene0797_00_255: FAIL
--scene0782_00_885: FAIL
scene0715_00_105: scans/scene0715_00/pnvlad_pcd/scene0715_00_105_sub.bin
--scene0757_00_1140: FAIL
--scene0758_00_0: FAIL
--scene0707_00_0: FAIL
scene0715_00_135: scans/scene0715_00/pnvlad_pcd/scene0715_00_135_sub.bin
--scene0733_00_1275: FAIL
--scene0770_00_870: FAIL
--scene0782_00_885: FAIL
scene0715_00_195: scans/scene0715_00/pnvlad_pcd/scene0715_00_195_sub.bin
--scene0781_00_1215: FAIL
--scene0714_00_0: FAIL
--scene0757_00_1140: FAIL
scene0715_00_255: scans/scene0715_00/pnvlad_pcd/scene0715_00_255_sub.bin
--scene0791_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0783_00_0: FAIL
scene0715_00_300: scans/scene0715_00/pnvlad_pcd/scene0715_00_300_sub.bin
--scene0805_00_645: FAIL
--scene0793_00_1245: FAIL
--scene0777_00_0: FAIL
scene0715_00_315: scans/scene0715_00/pnvlad_pcd/scene0715_00_315_sub.bin
--scene0788_00_390: FAIL
--scene0718_00_270: FAIL
--scene0793_00_1245: FAIL
scene0715_00_375: scans/scene0715_00/pnvlad_pcd/scene0715_00_375_sub.bin
--scene0774_00_210: FAIL
--scene0774_00_945: FAIL
--scene0795_00_0: FAIL
scene0715_00_435: scans/scene0715_00/pnvlad_pcd/scene0715_00_435_sub.bin
--scene0790_00_0: FAIL
--scene0719_00_345: FAIL
--scene0760_00_0: FAIL
scene0715_00_465: scans/scene0715_00/pnvlad_pcd/scene0715_00_465_sub.bin
--scene0737_00_0: FAIL
--scene0753_00_0: FAIL
--scene0757_00_1140: FAIL
scene0715_00_495: scans/scene0715_00/pnvlad_pcd/scene0715_00_495_sub.bin
--scene0757_00_0: FAIL
--scene0776_00_570: FAIL
--scene0709_00_0: FAIL
scene0715_00_525: scans/scene0715_00/pnvlad_pcd/scene0715_00_525_sub.bin
--scene0785_00_1035: FAIL
--scene0740_00_525: FAIL
--scene0784_00_0: FAIL
scene0715_00_540: scans/scene0715_00/pnvlad_pcd/scene0715_00_540_sub.bin
--scene0774_00_0: FAIL
--scene0733_00_1275: FAIL
--scene0761_00_2040: FAIL
scene0715_00_570: scans/scene0715_00/pnvlad_pcd/scene0715_00_570_sub.bin
--scene0782_00_885: FAIL
--scene0758_00_315: FAIL
--scene0709_00_735: FAIL
scene0715_00_600: scans/scene0715_00/pnvlad_pcd/scene0715_00_600_sub.bin
--scene0791_00_0: FAIL
--scene0794_00_0: FAIL
--scene0718_00_270: FAIL
scene0715_00_615: scans/scene0715_00/pnvlad_pcd/scene0715_00_615_sub.bin
--scene0718_00_0: FAIL
--scene0791_00_0: FAIL
--scene0796_00_0: FAIL
scene0716_00_60: scans/scene0716_00/pnvlad_pcd/scene0716_00_60_sub.bin
--scene0761_00_2595: FAIL
--scene0761_00_0: FAIL
--scene0753_00_435: FAIL
scene0716_00_105: scans/scene0716_00/pnvlad_pcd/scene0716_00_105_sub.bin
--scene0757_00_0: FAIL
--scene0793_00_0: FAIL
--scene0737_00_0: FAIL
scene0716_00_135: scans/scene0716_00/pnvlad_pcd/scene0716_00_135_sub.bin
--scene0776_00_570: FAIL
--scene0717_00_0: FAIL
--scene0783_00_0: FAIL
scene0716_00_210: scans/scene0716_00/pnvlad_pcd/scene0716_00_210_sub.bin
--scene0717_00_150: FAIL
--scene0738_00_0: FAIL
--scene0707_00_0: FAIL
scene0716_00_225: scans/scene0716_00/pnvlad_pcd/scene0716_00_225_sub.bin
--scene0788_00_0: FAIL
--scene0733_00_1275: FAIL
--scene0716_00_180: 1.9661341471590972 SUCCESS
scene0716_00_255: scans/scene0716_00/pnvlad_pcd/scene0716_00_255_sub.bin
--scene0758_00_315: FAIL
--scene0776_00_570: FAIL
--scene0775_00_915: FAIL
scene0716_00_285: scans/scene0716_00/pnvlad_pcd/scene0716_00_285_sub.bin
--scene0757_00_1140: FAIL
--scene0791_00_0: FAIL
--scene0761_00_2595: FAIL
scene0716_00_315: scans/scene0716_00/pnvlad_pcd/scene0716_00_315_sub.bin
--scene0776_00_570: FAIL
--scene0761_00_2595: FAIL
--scene0738_00_0: FAIL
scene0716_00_405: scans/scene0716_00/pnvlad_pcd/scene0716_00_405_sub.bin
--scene0757_00_1590: FAIL
--scene0801_00_0: FAIL
--scene0707_00_0: FAIL
scene0716_00_450: scans/scene0716_00/pnvlad_pcd/scene0716_00_450_sub.bin
--scene0760_00_0: FAIL
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
scene0716_00_540: scans/scene0716_00/pnvlad_pcd/scene0716_00_540_sub.bin
--scene0757_00_1590: FAIL
--scene0802_00_930: FAIL
--scene0782_00_0: FAIL
scene0716_00_555: scans/scene0716_00/pnvlad_pcd/scene0716_00_555_sub.bin
--scene0783_00_0: FAIL
--scene0714_00_0: FAIL
--scene0776_00_2370: FAIL
scene0716_00_585: scans/scene0716_00/pnvlad_pcd/scene0716_00_585_sub.bin
--scene0775_00_450: FAIL
--scene0757_00_1140: FAIL
--scene0757_00_0: FAIL
scene0716_00_600: scans/scene0716_00/pnvlad_pcd/scene0716_00_600_sub.bin
--scene0802_00_930: FAIL
--scene0781_00_1215: FAIL
--scene0776_00_570: FAIL
scene0716_00_630: scans/scene0716_00/pnvlad_pcd/scene0716_00_630_sub.bin
--scene0777_00_975: FAIL
--scene0757_00_1140: FAIL
--scene0760_00_0: FAIL
scene0716_00_675: scans/scene0716_00/pnvlad_pcd/scene0716_00_675_sub.bin
--scene0802_00_930: FAIL
--scene0776_00_570: FAIL
--scene0782_00_885: FAIL
scene0717_00_60: scans/scene0717_00/pnvlad_pcd/scene0717_00_60_sub.bin
--scene0785_00_1035: FAIL
--scene0725_00_0: FAIL
--scene0747_00_105: FAIL
scene0717_00_105: scans/scene0717_00/pnvlad_pcd/scene0717_00_105_sub.bin
--scene0725_00_0: FAIL
--scene0731_00_0: FAIL
--scene0761_00_2040: FAIL
scene0717_00_120: scans/scene0717_00/pnvlad_pcd/scene0717_00_120_sub.bin
--scene0776_00_570: FAIL
--scene0717_00_150: 1.3684975300906674 SUCCESS
scene0717_00_180: scans/scene0717_00/pnvlad_pcd/scene0717_00_180_sub.bin
--scene0747_00_2325: FAIL
--scene0722_00_0: FAIL
--scene0734_00_1155: FAIL
scene0717_00_270: scans/scene0717_00/pnvlad_pcd/scene0717_00_270_sub.bin
--scene0730_00_0: FAIL
--scene0803_00_990: FAIL
--scene0725_00_0: FAIL
scene0717_00_300: scans/scene0717_00/pnvlad_pcd/scene0717_00_300_sub.bin
--scene0790_00_570: FAIL
--scene0785_00_1035: FAIL
--scene0760_00_420: FAIL
scene0717_00_375: scans/scene0717_00/pnvlad_pcd/scene0717_00_375_sub.bin
--scene0744_00_765: FAIL
--scene0708_00_285: FAIL
--scene0761_00_2595: FAIL
scene0717_00_390: scans/scene0717_00/pnvlad_pcd/scene0717_00_390_sub.bin
--scene0747_00_2325: FAIL
--scene0716_00_480: FAIL
--scene0734_00_1155: FAIL
scene0717_00_450: scans/scene0717_00/pnvlad_pcd/scene0717_00_450_sub.bin
--scene0748_00_0: FAIL
--scene0720_00_0: FAIL
--scene0751_00_0: FAIL
scene0717_00_495: scans/scene0717_00/pnvlad_pcd/scene0717_00_495_sub.bin
--scene0712_00_0: FAIL
--scene0749_00_2205: FAIL
--scene0735_00_0: FAIL
scene0717_00_525: scans/scene0717_00/pnvlad_pcd/scene0717_00_525_sub.bin
--scene0763_00_0: FAIL
--scene0735_00_0: FAIL
--scene0784_00_0: FAIL
scene0717_00_585: scans/scene0717_00/pnvlad_pcd/scene0717_00_585_sub.bin
--scene0707_00_0: FAIL
--scene0716_00_480: FAIL
--scene0725_00_0: FAIL
scene0717_00_615: scans/scene0717_00/pnvlad_pcd/scene0717_00_615_sub.bin
--scene0725_00_0: FAIL
--scene0783_00_0: FAIL
--scene0775_00_450: FAIL
scene0717_00_675: scans/scene0717_00/pnvlad_pcd/scene0717_00_675_sub.bin
--scene0733_00_0: FAIL
--scene0797_00_0: FAIL
--scene0761_00_2595: FAIL
scene0717_00_705: scans/scene0717_00/pnvlad_pcd/scene0717_00_705_sub.bin
--scene0757_00_1140: FAIL
--scene0758_00_315: FAIL
--scene0784_00_0: FAIL
scene0717_00_720: scans/scene0717_00/pnvlad_pcd/scene0717_00_720_sub.bin
--scene0757_00_1590: FAIL
--scene0748_00_0: FAIL
--scene0747_00_2325: FAIL
scene0717_00_750: scans/scene0717_00/pnvlad_pcd/scene0717_00_750_sub.bin
--scene0722_00_0: FAIL
--scene0717_00_150: 0.6255466031512705 SUCCESS
scene0717_00_825: scans/scene0717_00/pnvlad_pcd/scene0717_00_825_sub.bin
--scene0761_00_2595: FAIL
--scene0717_00_345: 2.955277099157889 SUCCESS
scene0717_00_945: scans/scene0717_00/pnvlad_pcd/scene0717_00_945_sub.bin
--scene0752_00_120: FAIL
--scene0720_00_0: FAIL
--scene0725_00_0: FAIL
scene0717_00_1005: scans/scene0717_00/pnvlad_pcd/scene0717_00_1005_sub.bin
--scene0725_00_0: FAIL
--scene0761_00_2595: FAIL
--scene0759_00_0: FAIL
scene0717_00_1035: scans/scene0717_00/pnvlad_pcd/scene0717_00_1035_sub.bin
--scene0752_00_120: FAIL
--scene0784_00_900: FAIL
--scene0752_00_240: FAIL
scene0717_00_1065: scans/scene0717_00/pnvlad_pcd/scene0717_00_1065_sub.bin
--scene0793_00_630: FAIL
--scene0760_00_420: FAIL
--scene0761_00_2595: FAIL
scene0717_00_1080: scans/scene0717_00/pnvlad_pcd/scene0717_00_1080_sub.bin
--scene0746_00_165: FAIL
--scene0781_00_0: FAIL
--scene0720_00_0: FAIL
scene0718_00_60: scans/scene0718_00/pnvlad_pcd/scene0718_00_60_sub.bin
--scene0718_00_0: 0.703691507564945 SUCCESS
scene0718_00_90: scans/scene0718_00/pnvlad_pcd/scene0718_00_90_sub.bin
--scene0774_00_945: FAIL
--scene0795_00_0: FAIL
--scene0757_00_1140: FAIL
scene0718_00_150: scans/scene0718_00/pnvlad_pcd/scene0718_00_150_sub.bin
